1.0	1.0	10.250571554110158	11.561867000493253	0.0	1.0
2.0	1.0	10.279393559888566	11.452844947915072	0.0	1.0
3.0	1.0	10.33304271165963	11.409382877416446	0.0	1.0
4.0	1.0	10.324784498917461	11.365425027949211	0.0	1.0
5.0	1.0	10.225177065604337	11.42012863491691	0.0	1.0
6.0	1.0	10.21004251392431	11.425558999835387	0.0	1.0
7.0	1.0	10.186375998588597	11.433120685096531	0.0	1.0
8.0	1.0	10.18792497417185	11.39800196220559	0.0	1.0
9.0	1.0	10.245509189511763	11.417103316273334	0.0	1.0
10.0	1.0	10.324207804890769	11.323346848709763	0.0	1.0
11.0	1.0	10.265457378208566	11.294893395654812	0.0	1.0
12.0	1.0	10.342002897952414	11.304391011113605	0.0	1.0
13.0	1.0	10.376889096825984	11.356187329833602	0.0	1.0
14.0	1.0	10.416754479994719	11.38987976060458	0.0	1.0
15.0	1.0	10.455329909268839	11.419431789125406	0.0	1.0
16.0	1.0	10.4605648866842	11.43626066073629	0.0	1.0
17.0	1.0	10.372666390853759	11.462411010564631	0.0	1.0
18.0	1.0	10.38853529678851	11.397237359992577	0.0	1.0
19.0	1.0	10.404050022554944	11.457720284311549	0.0	1.0
20.0	1.0	10.409330517514311	11.44893539914643	0.0	1.0
21.0	1.0	10.30513607396637	11.510131180928157	0.0	1.0
22.0	1.0	10.32625453641443	11.522781946548124	0.0	1.0
23.0	1.0	10.268510835471378	11.499030510756684	0.0	1.0
24.0	1.0	10.20161549450179	11.54806824637223	0.0	1.0
25.0	1.0	10.18404745182667	11.522783988023352	0.0	1.0
26.0	1.0	10.198683002110906	11.5902703914132	0.0	1.0
27.0	1.0	10.22805117425506	11.538526169055077	0.0	1.0
28.0	1.0	10.207600328308315	11.5283100392617	0.0	1.0
29.0	1.0	10.217933610884915	11.472122766982904	0.0	1.0
30.0	1.0	10.268705573242002	11.406126641216227	0.0	1.0
31.0	1.0	10.312883470528478	11.372027539864948	0.0	1.0
32.0	1.0	10.330251256770088	11.438172722385268	0.0	1.0
